EP001	EP002	EP003	EP004	EP005	EP006	EP007	EP008	EP009	EP010	EP011	EP012	EP013	EP014	EP015	EP016	EP017	EP018	EP019	EP020	EP021	EP022	EP023	EP024	EP025	EP026	EP027	EP028	EP029	EP030	EP031	EP032	EP033	EP034	EP035	EP036	EP037	EP038	EP039	EP040	EP041	EP042	EP043	EP044	EP045	EP046	EP047	EP048	EP049	EP050	EP051	EP052	EP053	EP054	EP055	EP056	EP057	EP058	EP059	EP060	EP061	EP062	EP063	EP064	EP065	EP066	EP067	EP068	EP069	EP070	EP071	EP072	EP073	EP074	EP075	EP076	EP077	EP078	EP079	EP080	EP081	EP082	EP083	EP084	EP085	EP086	EP087	EP088	EP089	EP090	EP091	EP092	EP093	EP094	EP095	EP096	EP097	EP098	EP099	EP100	EP101	EP102	EP103	EP104
cg08269402	0.51342	0.62441	0.4268	0.66595	0.59057	0.19709	0.51606	0.53409	0.54965	0.48072	0.93033	0.5557	0.52144	0.78357	0.42513	0.579	0.75354	0.62828	0.5144	0.05694	0.93079	0.4893	0.94517	0.77196	0.4703	0.70308	0.17713	0.76414	0.51616	0.5742	0.69463	0.05571	0.94367	0.55149	0.93658	0.50064	0.92566	0.7693	0.44879	0.6181	0.56325	0.75293	0.44894	0.54692	0.8056	0.48832	0.58608	0.60057	0.45797	0.13145	0.93107	0.65658	0.37773	0.41448	0.47291	0.14886	0.66124	0.56577	0.57602	0.53107	0.64573	0.4599	0.53776	0.94257	0.58067	0.68178	0.63986	0.76222	0.51192	0.40478	0.77943	0.62778	0.47991	0.58188	0.95023	0.92441	0.53517	0.51889	0.5792	0.47672	0.2991	0.92113	0.64897	0.58546	0.49293	0.64307	0.49402	0.92648	0.48654	0.59751	0.9326	0.63779	0.77967	0.55609	0.58703	0.76477	0.75898	0.62498	0.48493	0.92544	0.62366	0.56746	0.93548	0.58779
cg27196273	0.21917	0.5076	0.69778	0.14958	0.61227	0.69747	0.68776	0.58436	0.15665	0.65315	0.27726	0.29395	0.60239	0.20361	0.1809	0.55766	0.63013	0.18849	0.65179	0.71397	0.53946	0.54	0.18008	0.61435	0.55594	0.1973	0.22964	0.49762	0.18766	0.53191	0.58453	0.64646	0.45383	0.3886	0.68515	0.35789	0.1802	0.17841	0.6869	0.3318	0.25138	0.23588	0.25133	0.19205	0.38989	0.13336	0.735	0.62402	0.14889	0.31829	0.34866	0.43021	0.55451	0.66361	0.48597	0.31891	0.60745	0.13265	0.56148	0.28108	0.28666	0.27518	0.42093	0.13146	0.12119	0.13698	0.4404	0.4527	0.32807	0.67762	0.15016	0.70743	0.51742	0.10897	0.46112	0.57588	0.45266	0.67236	0.25322	0.56694	0.2309	0.12328	0.11268	0.47894	0.47309	0.19294	0.6844	0.68794	0.70429	0.66704	0.12583	0.54072	0.50596	0.37673	0.10701	0.36987	0.57329	0.42042	0.64857	0.24632	0.5338	0.50657	0.15593	0.1307
cg13353717	0.12545	0.39049	0.67273	0.09709	0.40805	0.28105	0.70584	0.61424	0.72088	0.41979	0.57757	0.3533	0.36767	0.12694	0.47827	0.25154	0.11482	0.42689	0.73324	0.23212	0.66397	0.14567	0.11602	0.11078	0.52248	0.17755	0.45598	0.11317	0.10963	0.10564	0.11664	0.54862	0.13909	0.31682	0.34461	0.22851	0.13817	0.09404	0.69589	0.38156	0.4897	0.121	0.56614	0.2049	0.12684	0.29145	0.3897	0.37513	0.50446	0.41341	0.43835	0.36523	0.74709	0.50158	0.60766	0.79676	0.37807	0.11761	0.11195	0.1532	0.14489	0.26459	0.47717	0.09349	0.15345	0.11682	0.11199	0.1159	0.16861	0.57073	0.10245	0.50865	0.46206	0.14529	0.46005	0.40612	0.63433	0.32485	0.28424	0.15425	0.42068	0.10495	0.10909	0.15809	0.61004	0.11922	0.32616	0.2483	0.3243	0.41063	0.12376	0.4512	0.10587	0.1035	0.23393	0.15206	0.12256	0.57131	0.67811	0.10962	0.39071	0.11279	0.11324	0.14157
cg16620382	0.13394	0.21306	0.64955	0.33143	0.2688	0.53819	0.5954	0.66243	0.7217	0.5808	0.3903	0.61303	0.62778	0.66156	0.43671	0.47059	0.75705	0.35743	0.76775	0.75526	0.39357	0.67398	0.5697	0.67105	0.4092	0.18891	0.23481	0.29611	0.24883	0.6715	0.56624	0.71524	0.43686	0.28545	0.31145	0.51974	0.1279	0.28554	0.70402	0.16858	0.20343	0.29708	0.51683	0.59871	0.09657	0.25027	0.15178	0.26851	0.33445	0.52693	0.18164	0.56936	0.14427	0.40047	0.26011	0.14956	0.53329	0.51137	0.65376	0.56871	0.32137	0.40618	0.68018	0.60858	0.1773	0.10806	0.56309	0.59085	0.68233	0.36336	0.31462	0.76333	0.11513	0.62748	0.3808	0.56555	0.34214	0.5944	0.50685	0.68238	0.1182	0.61397	0.48851	0.25334	0.21528	0.19829	0.25386	0.75593	0.6064	0.5344	0.11432	0.66122	0.7012	0.35752	0.66641	0.48904	0.48864	0.45735	0.55441	0.28673	0.42493	0.20596	0.64822	0.14398
cg23514619	0.09592	0.15411	0.57324	0.21741	0.11808	0.09458	0.08292	0.35513	0.08153	0.55613	0.30623	0.08308	0.11777	0.14166	0.44283	0.5943	0.52923	0.08969	0.47438	0.10893	0.65477	0.53895	0.49495	0.39558	0.09536	0.08379	0.08233	0.46514	0.08871	0.62729	0.56681	0.29865	0.60461	0.24325	0.15544	0.10221	0.09711	0.08797	0.56221	0.10625	0.08854	0.09065	0.08782	0.10204	0.07941	0.10486	0.1571	0.11005	0.08801	0.1208	0.08184	0.09356	0.08979	0.32594	0.49083	0.08985	0.14442	0.08668	0.60951	0.64819	0.55823	0.08636	0.59256	0.08647	0.08969	0.07858	0.57723	0.48266	0.09735	0.19773	0.0948	0.54138	0.07717	0.21855	0.41478	0.44267	0.32211	0.46615	0.09716	0.6082	0.11542	0.62774	0.64714	0.09029	0.1031	0.08548	0.13728	0.30661	0.40808	0.49609	0.09888	0.43912	0.09764	0.12133	0.10648	0.09484	0.09262	0.35382	0.10439	0.25501	0.13761	0.51521	0.08803	0.09496
cg10948359	0.50722	0.07181	0.12305	0.14934	0.07044	0.58005	0.16765	0.5473	0.50158	0.53989	0.06347	0.66612	0.50853	0.05648	0.47797	0.58177	0.49299	0.07676	0.07174	0.6167	0.53474	0.07916	0.37625	0.13256	0.12552	0.05849	0.06964	0.0692	0.06321	0.20943	0.07764	0.08349	0.34428	0.12047	0.09038	0.07484	0.17392	0.0857	0.07701	0.12487	0.08856	0.10225	0.13836	0.06198	0.508	0.08516	0.06205	0.06696	0.05929	0.37356	0.12434	0.08264	0.38589	0.06952	0.06252	0.47479	0.07139	0.15006	0.58029	0.60358	0.47846	0.07756	0.48368	0.57713	0.11451	0.07716	0.57941	0.4482	0.68311	0.16959	0.32493	0.66442	0.46953	0.33048	0.45485	0.07053	0.25265	0.67693	0.08025	0.60822	0.15908	0.57481	0.66501	0.63803	0.10523	0.07761	0.56139	0.16812	0.63836	0.46382	0.05965	0.1028	0.08196	0.12003	0.55025	0.43461	0.07067	0.12876	0.50059	0.37817	0.08014	0.6474	0.07013	0.3795
cg25347356	0.53634	0.58543	0.8257	0.49546	0.82475	0.47927	0.81113	0.14584	0.81049	0.14353	0.83531	0.47683	0.50137	0.155	0.16273	0.51392	0.49329	0.51039	0.5052	0.4057	0.5015	0.5003	0.52958	0.51973	0.50474	0.81885	0.82032	0.15618	0.83994	0.49337	0.12969	0.82808	0.83679	0.50866	0.15246	0.50561	0.48119	0.49604	0.48951	0.16488	0.50661	0.12065	0.51438	0.827	0.48791	0.84702	0.48894	0.51544	0.15463	0.84572	0.15656	0.12974	0.85658	0.29511	0.86078	0.47389	0.49447	0.48677	0.44936	0.85653	0.12529	0.86824	0.48062	0.47699	0.47085	0.83643	0.17366	0.83893	0.47922	0.50674	0.8526	0.13141	0.17892	0.14583	0.46954	0.51831	0.22171	0.44989	0.15112	0.82951	0.82711	0.50495	0.16695	0.49556	0.51569	0.14016	0.52524	0.82407	0.14271	0.16453	0.54337	0.84362	0.14645	0.18027	0.48494	0.84408	0.51243	0.46726	0.15341	0.46817	0.48447	0.15489	0.18779	0.83724
cg05347473	0.44728	0.40618	0.68658	0.56489	0.42574	0.52978	0.62028	0.69633	0.6855	0.59602	0.75464	0.70083	0.5282	0.32323	0.40005	0.34359	0.68218	0.29604	0.33886	0.69255	0.69838	0.51162	0.4903	0.63617	0.45259	0.16603	0.60327	0.1866	0.1054	0.57402	0.65421	0.37497	0.6291	0.50768	0.13614	0.25758	0.45235	0.4691	0.46234	0.10563	0.36048	0.32707	0.4991	0.17222	0.56766	0.21382	0.12058	0.12631	0.10387	0.16526	0.40951	0.46828	0.56897	0.24639	0.54346	0.72505	0.14776	0.29911	0.32678	0.49805	0.60702	0.22999	0.57803	0.58986	0.10987	0.18046	0.70129	0.40409	0.64388	0.18702	0.4534	0.58242	0.58816	0.54021	0.518	0.1315	0.34847	0.70579	0.17893	0.65943	0.36652	0.67511	0.1764	0.52118	0.18796	0.27254	0.528	0.72036	0.64304	0.62085	0.14216	0.16343	0.53443	0.24981	0.22177	0.29767	0.12125	0.55291	0.63243	0.62079	0.27884	0.55682	0.29816	0.18649
cg16241932	0.73089	0.51921	0.07199	0.07455	0.08761	0.43653	0.07843	0.06851	0.76333	0.7202	0.82463	0.7715	0.7407	0.75477	0.70796	0.73783	0.47623	0.75346	0.44093	0.76868	0.48434	0.45151	0.49984	0.46073	0.79562	0.48055	0.77164	0.46676	0.48721	0.30643	0.4797	0.78203	0.42836	0.46633	0.47674	0.75581	0.45543	0.81085	0.49738	0.07451	0.44793	0.42127	0.47642	0.76161	0.81048	0.46683	0.47489	0.77497	0.46149	0.45884	0.79485	0.43373	0.76679	0.45379	0.07905	0.45043	0.42829	0.7891	0.42471	0.78219	0.41451	0.07424	0.75842	0.0728	0.43424	0.07194	0.44236	0.47619	0.46813	0.09627	0.43089	0.77106	0.07386	0.71642	0.44191	0.43351	0.73355	0.06415	0.70411	0.75424	0.74951	0.47599	0.74143	0.06625	0.75016	0.44411	0.49342	0.42179	0.81376	0.4593	0.70432	0.75292	0.79222	0.73701	0.4588	0.44973	0.0753	0.42145	0.77416	0.41524	0.45507	0.72501	0.46759	0.76491
cg21158431	0.7186	0.77019	0.69802	0.22607	0.68645	0.23982	0.7308	0.72826	0.76248	0.63471	0.77672	0.6864	0.25556	0.75512	0.65014	0.6501	0.32535	0.70609	0.21091	0.64562	0.73573	0.70493	0.27332	0.22906	0.25083	0.74668	0.23684	0.67247	0.73857	0.70756	0.74688	0.68296	0.68197	0.72644	0.70356	0.18293	0.18362	0.67785	0.26724	0.26524	0.6211	0.69862	0.21674	0.24465	0.25965	0.19297	0.73159	0.17755	0.71074	0.19449	0.20638	0.63913	0.66811	0.42115	0.17937	0.66655	0.17647	0.70867	0.18955	0.69052	0.67687	0.25319	0.66458	0.66405	0.68297	0.7086	0.70401	0.27866	0.72049	0.71881	0.18787	0.68623	0.64923	0.66378	0.58766	0.6693	0.70025	0.66012	0.33413	0.19295	0.25141	0.68981	0.63385	0.68449	0.17588	0.65201	0.7728	0.65925	0.69345	0.71478	0.24299	0.67807	0.68277	0.66894	0.68757	0.23536	0.74313	0.67315	0.70811	0.69807	0.2008	0.66984	0.17765	0.16522
cg03075889	0.43963	0.11688	0.42918	0.87938	0.41918	0.86474	0.45029	0.40084	0.41829	0.44052	0.86781	0.85088	0.86964	0.87284	0.43768	0.45578	0.37833	0.45277	0.43083	0.85177	0.10078	0.41819	0.88559	0.42538	0.85592	0.42577	0.42537	0.86618	0.44801	0.86209	0.43013	0.85831	0.8704	0.86605	0.88393	0.44381	0.09995	0.85507	0.10323	0.88065	0.87393	0.86849	0.08695	0.43371	0.40483	0.8778	0.8813	0.87359	0.41473	0.87836	0.43925	0.09669	0.09767	0.64925	0.09492	0.85925	0.40589	0.41431	0.86562	0.40472	0.08832	0.88915	0.08535	0.0849	0.42241	0.44242	0.79545	0.87319	0.1043	0.42689	0.86223	0.4189	0.46158	0.88045	0.43428	0.0878	0.43551	0.40722	0.41625	0.85889	0.11093	0.85937	0.88335	0.40865	0.44773	0.87961	0.87279	0.09683	0.43104	0.84645	0.45803	0.87407	0.08988	0.46707	0.42485	0.44178	0.50224	0.39957	0.10741	0.40727	0.42434	0.8649	0.44247	0.85102
cg07874011	0.56914	0.79149	0.07525	0.74829	0.49218	0.49046	0.08417	0.4588	0.82913	0.45462	0.3431	0.52462	0.44428	0.5185	0.08017	0.47599	0.40475	0.79499	0.07777	0.54219	0.8234	0.45153	0.08881	0.84442	0.45196	0.85774	0.49692	0.46707	0.48696	0.07981	0.49564	0.48609	0.07403	0.46328	0.50877	0.82609	0.80568	0.81611	0.49197	0.07458	0.08036	0.46084	0.80954	0.46458	0.85341	0.49262	0.82641	0.80395	0.81668	0.48072	0.48373	0.45791	0.84047	0.79206	0.4787	0.8363	0.45867	0.45825	0.79831	0.45518	0.80617	0.51182	0.40842	0.77849	0.07876	0.49714	0.77817	0.09242	0.47791	0.50128	0.06647	0.07034	0.49522	0.73825	0.06784	0.08152	0.494	0.4258	0.26915	0.78716	0.09668	0.83282	0.45971	0.08141	0.47189	0.75337	0.52526	0.79525	0.46332	0.81382	0.8242	0.45926	0.77602	0.77453	0.82447	0.48143	0.80277	0.82529	0.0858	0.77817	0.68939	0.83661	0.83736	0.08662
cg22535849	0.52228	0.57009	0.82239	0.49522	0.86079	0.88315	0.87219	0.87535	0.07574	0.49724	0.32447	0.86361	0.88663	0.52222	0.52205	0.86681	0.86256	0.88212	0.8459	0.86221	0.49604	0.88164	0.52167	0.49907	0.86876	0.86231	0.87979	0.87864	0.09545	0.85857	0.85373	0.86669	0.89027	0.86623	0.89086	0.85975	0.48182	0.86642	0.49903	0.50498	0.87278	0.8692	0.5049	0.08422	0.69516	0.87869	0.89008	0.08308	0.87147	0.4964	0.49821	0.86591	0.49704	0.89413	0.48729	0.45925	0.47002	0.88709	0.88909	0.87989	0.87847	0.49711	0.88304	0.87519	0.46255	0.86061	0.87092	0.87539	0.87168	0.50646	0.46496	0.46554	0.87564	0.87535	0.4922	0.49244	0.8489	0.08717	0.8714	0.85933	0.86814	0.87376	0.48104	0.49371	0.88219	0.88053	0.89173	0.866	0.46677	0.84988	0.87453	0.86703	0.45591	0.86072	0.86798	0.8661	0.55427	0.09081	0.87155	0.85492	0.88296	0.87105	0.8762	0.87951
cg06550177	0.19358	0.14969	0.64741	0.47687	0.65503	0.42427	0.15226	0.66485	0.11645	0.13976	0.20031	0.16651	0.39696	0.6536	0.22609	0.5203	0.75422	0.11623	0.1335	0.45931	0.34694	0.69365	0.19984	0.18609	0.34032	0.12186	0.17517	0.63551	0.13425	0.57471	0.21944	0.22834	0.27448	0.44296	0.43309	0.4911	0.15619	0.58791	0.1979	0.33267	0.28294	0.64796	0.2051	0.4115	0.55618	0.14202	0.12992	0.59302	0.61101	0.55005	0.72157	0.13785	0.59944	0.30318	0.15057	0.235	0.24508	0.60132	0.13007	0.35149	0.424	0.23857	0.62834	0.4697	0.68125	0.24165	0.54721	0.54807	0.6936	0.32042	0.61662	0.134	0.21676	0.14491	0.17987	0.36877	0.22056	0.64546	0.35731	0.62915	0.44621	0.31445	0.21169	0.642	0.34355	0.50668	0.2037	0.23359	0.34576	0.63018	0.19713	0.14468	0.10646	0.22094	0.64395	0.15918	0.30983	0.69669	0.55982	0.319	0.15909	0.64282	0.13008	0.53878
cg04456492	0.84989	0.86155	0.8173	0.51412	0.82481	0.48862	0.11074	0.40017	0.82312	0.80191	0.53956	0.54937	0.84361	0.31468	0.50327	0.44664	0.56274	0.55303	0.82115	0.84551	0.51391	0.81204	0.58463	0.51246	0.5033	0.10397	0.83559	0.48203	0.76757	0.83322	0.54738	0.8521	0.50924	0.47676	0.82338	0.48548	0.8054	0.83674	0.77593	0.09563	0.84136	0.85279	0.80765	0.77358	0.10475	0.52879	0.52096	0.44392	0.4683	0.77393	0.50968	0.09402	0.43422	0.46659	0.832	0.0783	0.82897	0.48168	0.82363	0.46411	0.83217	0.67747	0.53131	0.78934	0.82845	0.51003	0.15883	0.09255	0.52153	0.50605	0.49086	0.77361	0.77776	0.10678	0.82519	0.10009	0.10452	0.82216	0.47506	0.07576	0.80644	0.56535	0.4874	0.50135	0.5154	0.80444	0.56589	0.50357	0.4901	0.53154	0.83576	0.83468	0.82682	0.83695	0.49393	0.41339	0.09943	0.0721	0.49761	0.36262	0.81905	0.79248	0.0917	0.09882
cg24245418	0.31023	0.5961	0.49466	0.54072	0.48763	0.18473	0.59742	0.35441	0.57976	0.11172	0.7454	0.64696	0.53992	0.63922	0.43294	0.1899	0.58333	0.09572	0.51047	0.62315	0.10045	0.5036	0.5046	0.07947	0.54742	0.47248	0.55173	0.27799	0.47366	0.33929	0.63053	0.57061	0.43392	0.06536	0.11703	0.06934	0.10397	0.43309	0.62838	0.32521	0.50586	0.56428	0.50148	0.0588	0.58923	0.52366	0.06971	0.11657	0.52728	0.08788	0.56333	0.48195	0.56252	0.3184	0.11871	0.65042	0.30353	0.57045	0.54096	0.57175	0.06984	0.37683	0.56294	0.55634	0.11655	0.05958	0.17183	0.46685	0.1339	0.1564	0.22043	0.11338	0.54593	0.47756	0.45865	0.40688	0.14676	0.64273	0.59	0.0615	0.38139	0.61266	0.06298	0.36024	0.40579	0.51386	0.60169	0.58164	0.48891	0.07004	0.07195	0.22283	0.10781	0.37213	0.57213	0.4582	0.63961	0.43491	0.06188	0.17143	0.33486	0.12524	0.56228	0.12471
cg14996783	0.42773	0.26272	0.57269	0.08921	0.33256	0.45058	0.27401	0.62127	0.4374	0.43089	0.73162	0.36789	0.32113	0.34776	0.43055	0.44852	0.14611	0.08173	0.66711	0.45965	0.66134	0.06819	0.43735	0.23408	0.09514	0.06873	0.076	0.20888	0.08211	0.48754	0.66321	0.50743	0.17085	0.14163	0.06635	0.08001	0.08233	0.09082	0.07115	0.07722	0.11756	0.07988	0.06115	0.07369	0.54191	0.06603	0.14406	0.08755	0.07867	0.07787	0.0793	0.134	0.09774	0.08213	0.07312	0.08316	0.10572	0.07122	0.57306	0.48759	0.55832	0.14035	0.58128	0.08554	0.08345	0.10259	0.26731	0.51805	0.28482	0.08989	0.1096	0.63163	0.08502	0.38269	0.48771	0.10412	0.28551	0.63599	0.0713	0.59514	0.36356	0.09672	0.27418	0.449	0.21767	0.29232	0.608	0.1265	0.49755	0.10204	0.08861	0.08602	0.4926	0.15506	0.07296	0.44856	0.52302	0.47263	0.33549	0.11782	0.16251	0.14974	0.06226	0.20388
cg25533096	0.07457	0.07197	0.57729	0.39731	0.51426	0.09523	0.07362	0.43735	0.07318	0.48047	0.10036	0.14253	0.48284	0.07265	0.09537	0.45446	0.61574	0.40767	0.08942	0.13634	0.08689	0.57817	0.08137	0.07888	0.49441	0.06752	0.07456	0.51895	0.06744	0.37938	0.08027	0.06938	0.06686	0.06614	0.47536	0.48679	0.08357	0.5992	0.07164	0.07304	0.0804	0.07078	0.10715	0.34697	0.13347	0.54276	0.08047	0.0703	0.09463	0.10598	0.06882	0.07518	0.07793	0.08391	0.34581	0.08318	0.39804	0.08923	0.56007	0.40854	0.4985	0.17971	0.06669	0.07061	0.16994	0.43835	0.38835	0.0844	0.44838	0.43183	0.44635	0.56478	0.07428	0.07475	0.42636	0.25752	0.2497	0.54946	0.23811	0.51815	0.19843	0.29432	0.07915	0.14799	0.06737	0.074	0.38688	0.08047	0.65602	0.08629	0.07046	0.32423	0.07917	0.21754	0.06399	0.07103	0.07079	0.58321	0.47268	0.36125	0.26611	0.56823	0.06563	0.43332
cg16963093	0.52246	0.50824	0.81116	0.80368	0.07255	0.48461	0.60373	0.43876	0.45953	0.7987	0.44562	0.46296	0.08011	0.49891	0.82024	0.45396	0.82622	0.08265	0.07151	0.80988	0.48978	0.82581	0.85262	0.4745	0.46302	0.49503	0.81601	0.44975	0.48748	0.80916	0.07539	0.07102	0.46442	0.81235	0.492	0.47242	0.45388	0.81512	0.83636	0.46269	0.46058	0.8067	0.81796	0.82715	0.08618	0.46287	0.45611	0.82233	0.48363	0.07061	0.82926	0.82766	0.80157	0.83514	0.81929	0.80135	0.82403	0.41656	0.80922	0.44495	0.437	0.46044	0.82491	0.42225	0.44118	0.47811	0.45865	0.07332	0.45488	0.46362	0.8202	0.44479	0.48624	0.82447	0.41138	0.81941	0.81897	0.41656	0.44477	0.41233	0.48583	0.81932	0.4326	0.45253	0.46349	0.79837	0.8253	0.45608	0.81669	0.40066	0.81659	0.45507	0.80377	0.81706	0.46685	0.45586	0.79336	0.81915	0.4799	0.47076	0.45486	0.42946	0.07324	0.81068
cg08042316	0.29427	0.60166	0.59077	0.27114	0.54103	0.4475	0.60649	0.38978	0.63318	0.529	0.77379	0.66475	0.55044	0.65788	0.45105	0.42133	0.64115	0.09194	0.59978	0.71136	0.52156	0.48847	0.53467	0.64436	0.43131	0.09946	0.60439	0.1034	0.42744	0.31769	0.7143	0.60833	0.40101	0.42553	0.54268	0.10818	0.60906	0.11315	0.63523	0.11614	0.11741	0.60717	0.52895	0.11376	0.56684	0.47428	0.46925	0.09272	0.10149	0.10964	0.11604	0.36438	0.10881	0.22967	0.09784	0.61704	0.45818	0.43729	0.48119	0.62783	0.55733	0.35581	0.4993	0.58024	0.12697	0.12114	0.4714	0.09678	0.1049	0.24788	0.16706	0.61601	0.09366	0.44197	0.49414	0.09844	0.25408	0.625	0.16296	0.58544	0.30177	0.46574	0.09792	0.21288	0.21246	0.58166	0.54633	0.63693	0.71371	0.47939	0.12507	0.58906	0.64222	0.27332	0.09594	0.41335	0.65159	0.2706	0.53179	0.53991	0.31084	0.60244	0.50748	0.13555
cg27085741	0.41777	0.53486	0.62363	0.34002	0.1219	0.42751	0.53891	0.65924	0.45883	0.57057	0.61179	0.65943	0.48516	0.69111	0.44412	0.47286	0.63461	0.37833	0.70252	0.68858	0.1464	0.49906	0.46371	0.26328	0.07833	0.46966	0.61229	0.11368	0.29756	0.64476	0.69076	0.61499	0.49463	0.18699	0.08192	0.2506	0.61957	0.48664	0.6721	0.26643	0.19501	0.45344	0.51049	0.21254	0.55267	0.08465	0.57693	0.49724	0.06285	0.10804	0.4828	0.53882	0.09713	0.23291	0.42178	0.26283	0.44069	0.16736	0.60927	0.48288	0.45838	0.14415	0.60604	0.38417	0.24852	0.27883	0.36417	0.51108	0.06293	0.22114	0.17384	0.58496	0.10497	0.49771	0.4534	0.41722	0.34269	0.65154	0.32438	0.29889	0.28809	0.47786	0.40852	0.08405	0.1982	0.34715	0.59185	0.64756	0.52916	0.56939	0.13493	0.52919	0.67317	0.25581	0.197	0.45304	0.65956	0.66317	0.54849	0.59311	0.11449	0.62057	0.23763	0.09135
cg11623714	0.18851	0.26019	0.67859	0.47571	0.5069	0.23635	0.1645	0.41234	0.11828	0.43906	0.20798	0.69992	0.60451	0.21519	0.48768	0.11829	0.69915	0.15597	0.2138	0.12919	0.68488	0.53865	0.14744	0.26715	0.14112	0.15227	0.51096	0.5173	0.42793	0.12969	0.19055	0.32654	0.422	0.1267	0.54593	0.15771	0.15687	0.15143	0.17218	0.15522	0.6027	0.1759	0.44286	0.51918	0.22878	0.12572	0.58236	0.15004	0.56542	0.15608	0.18699	0.16868	0.31415	0.31849	0.14961	0.61002	0.22994	0.16842	0.70243	0.54642	0.17075	0.33578	0.12988	0.69853	0.54413	0.3125	0.42437	0.57748	0.69709	0.34258	0.19706	0.71364	0.16006	0.14808	0.50217	0.19806	0.32105	0.69563	0.28092	0.66485	0.28846	0.20116	0.33394	0.15743	0.298	0.19048	0.2913	0.55358	0.76593	0.28579	0.16985	0.60526	0.15058	0.31822	0.12914	0.42786	0.14058	0.6843	0.49961	0.2048	0.4562	0.27719	0.14044	0.26194
cg17920646	0.55515	0.81074	0.45376	0.26405	0.7369	0.26838	0.83417	0.33894	0.26206	0.39567	0.74517	0.45305	0.26894	0.66026	0.50591	0.45518	0.61791	0.46545	0.70916	0.78368	0.62791	0.69901	0.59429	0.32567	0.53484	0.16439	0.68782	0.71194	0.43208	0.37032	0.56177	0.51809	0.24987	0.53874	0.72966	0.62735	0.52346	0.72332	0.17186	0.84471	0.54455	0.82998	0.47562	0.78711	0.56023	0.75919	0.36438	0.59021	0.78865	0.22883	0.34859	0.76256	0.71097	0.35377	0.34518	0.32126	0.68609	0.51884	0.28365	0.70347	0.51086	0.65993	0.15054	0.65663	0.65913	0.64214	0.68107	0.70833	0.79503	0.28684	0.65115	0.53065	0.1952	0.69291	0.40372	0.63593	0.19068	0.43927	0.48027	0.66101	0.2062	0.60391	0.51019	0.3179	0.49575	0.17243	0.23772	0.74568	0.71938	0.43002	0.21142	0.69799	0.84539	0.19255	0.51962	0.81266	0.43793	0.69101	0.65135	0.53959	0.66577	0.21198	0.20178	0.82874
cg11416102	0.75113	0.45292	0.86694	0.89113	0.4507	0.83496	0.88256	0.87676	0.74732	0.85269	0.91043	0.86675	0.88064	0.86894	0.8668	0.88059	0.85879	0.86212	0.87844	0.87216	0.85911	0.87356	0.50052	0.84361	0.88514	0.25129	0.87377	0.86097	0.82777	0.377	0.61541	0.86527	0.47583	0.88289	0.89086	0.83653	0.40699	0.34945	0.32665	0.88959	0.87719	0.45722	0.38144	0.86582	0.42886	0.88665	0.86343	0.87548	0.35079	0.85825	0.85864	0.88514	0.2354	0.87654	0.44553	0.33909	0.45742	0.4517	0.86658	0.88399	0.48416	0.49691	0.39385	0.89203	0.37681	0.88099	0.41193	0.85594	0.28332	0.79117	0.85975	0.87892	0.8649	0.8847	0.41999	0.56138	0.83343	0.88213	0.41211	0.8633	0.84081	0.39696	0.87048	0.8583	0.88251	0.87423	0.46813	0.87307	0.86531	0.8596	0.57352	0.8868	0.8624	0.87485	0.41835	0.87407	0.87723	0.41821	0.86913	0.54577	0.53564	0.86807	0.86596	0.4664
cg02299007	0.09224	0.13384	0.81651	0.54816	0.80553	0.09184	0.5204	0.12968	0.32955	0.09415	0.5043	0.11187	0.47725	0.48298	0.82762	0.47896	0.49098	0.10193	0.83654	0.83758	0.09776	0.82305	0.48819	0.09368	0.47191	0.48404	0.81732	0.85731	0.1053	0.84049	0.59708	0.08445	0.50538	0.09519	0.61693	0.49216	0.48363	0.36762	0.46602	0.84053	0.84676	0.08765	0.5179	0.4219	0.48734	0.82798	0.66897	0.55839	0.13945	0.55595	0.49691	0.49997	0.10131	0.47347	0.8508	0.61667	0.1087	0.09349	0.09078	0.81913	0.48036	0.08848	0.50778	0.08411	0.35671	0.48621	0.42001	0.4846	0.10281	0.13992	0.83659	0.85037	0.49625	0.10769	0.50372	0.10643	0.78207	0.44497	0.11825	0.828	0.79482	0.56153	0.45773	0.80568	0.10144	0.45383	0.10916	0.44989	0.86747	0.81889	0.81344	0.46634	0.47432	0.49591	0.46292	0.8362	0.8285	0.10873	0.47482	0.09339	0.08353	0.35942	0.83831	0.84078
